,use_of_ip,abnormal_url,count.,count-www,count@,count_dir,count_embed_domian,short_url,count-https,count-http,count%,count?,count-,count=,url_length,hostname_length,sus_url,fd_length,tld_length,count-digits,count-letters
13287,0,1,1,0,0,1,0,0,0,1,0,1,9,3,158,11,0,66,3,10,125
13288,0,1,2,0,0,3,0,0,0,1,0,0,14,0,103,11,0,1,3,1,80
13289,0,1,1,0,0,5,0,0,0,1,0,0,5,0,97,10,0,5,3,30,53
13290,0,1,1,0,0,4,0,0,0,1,0,0,10,0,98,6,0,7,3,4,76
13291,0,1,1,0,0,3,0,0,0,1,20,1,1,1,113,6,0,4,2,16,66
13292,0,1,1,0,0,1,0,0,0,1,0,0,11,0,91,15,0,68,3,5,69
13293,0,1,1,0,0,3,0,0,0,1,0,0,12,0,116,8,0,13,3,0,97
13294,0,1,1,0,0,5,0,0,0,1,0,0,12,0,101,14,0,4,3,10,70
13295,0,1,2,0,0,7,0,0,0,1,0,0,4,0,110,10,0,7,2,17,76
13296,0,1,3,0,0,4,0,0,0,1,0,1,0,1,70,21,0,9,6,3,55
13297,0,1,7,0,0,2,0,0,0,1,0,1,0,1,130,12,0,7,3,31,83
13298,0,1,1,0,0,4,0,0,0,1,0,0,8,0,107,13,0,4,3,41,50
13299,0,1,1,0,0,2,0,1,1,1,0,0,12,0,90,9,0,7,3,6,66
13300,0,1,2,0,0,3,0,0,0,1,0,0,17,0,115,13,0,6,2,6,84
13301,0,1,1,0,0,3,0,0,0,1,0,0,8,0,83,13,0,9,3,6,62
13302,0,1,1,0,0,3,0,0,0,1,0,0,10,0,93,11,0,66,3,10,66
13303,0,1,1,0,0,5,0,0,0,1,0,0,6,0,92,6,0,2,2,1,76
13304,0,1,2,0,0,2,0,0,0,1,0,1,0,9,108,10,0,4,3,4,79
13305,0,1,1,0,0,5,0,0,0,1,0,0,13,0,145,17,0,7,3,0,123
13306,0,1,1,0,0,5,0,0,0,1,0,0,12,0,98,14,0,4,3,8,69
13307,0,1,12,0,0,2,0,0,0,1,0,1,0,1,149,12,0,7,3,34,94
13308,0,1,1,0,0,2,0,0,0,1,0,1,0,3,105,11,0,11,2,12,77
13309,0,1,1,0,0,3,0,0,1,1,0,0,14,0,120,13,0,20,3,0,99
13310,0,1,1,0,0,6,0,0,0,1,0,0,12,0,150,6,0,8,2,8,120
13311,0,1,2,0,0,3,0,1,0,1,2,1,2,3,109,9,0,17,5,2,85
13312,0,1,1,0,0,4,0,0,0,1,0,0,10,0,114,12,1,8,3,0,96
13313,0,1,3,0,0,1,0,0,0,1,2,1,6,1,93,17,1,10,3,9,67
13314,0,1,1,0,0,6,0,0,0,1,0,1,0,1,104,18,0,3,3,38,54
13315,0,1,2,0,0,3,0,0,0,1,2,0,1,0,93,15,0,7,2,21,54
13316,0,1,1,0,0,4,0,0,0,1,0,0,5,0,99,14,0,4,3,7,77
13317,0,1,1,0,0,5,0,1,0,1,0,0,8,0,85,10,0,4,3,9,59
13318,0,1,2,0,0,6,0,0,0,1,0,0,7,0,105,14,0,11,3,8,79
13319,0,1,1,0,0,3,0,0,0,1,0,0,7,0,91,17,0,9,3,8,69
13320,0,1,1,0,0,5,0,0,0,1,0,0,6,0,95,14,0,4,3,6,74
13321,0,1,7,0,0,4,0,1,0,3,3,1,6,3,258,13,0,3,3,32,183
13322,0,1,1,0,0,5,0,0,0,1,0,0,5,0,103,10,0,5,3,30,59
13323,0,1,1,0,0,3,0,0,0,1,4,1,2,2,158,15,0,9,3,6,127
13324,0,1,1,0,0,4,0,0,0,1,0,0,4,0,97,15,0,4,3,7,76
13325,0,1,1,0,0,4,0,1,0,1,0,0,9,0,85,10,0,6,3,5,63
13326,0,1,6,0,0,3,0,0,0,1,3,0,0,0,139,15,0,16,2,25,87
13327,0,1,1,0,0,3,0,0,0,1,0,0,11,0,83,7,0,8,3,6,59
13328,0,1,2,0,0,1,0,0,0,1,0,1,0,2,93,10,0,13,2,31,49
13329,0,1,2,0,0,1,0,0,1,2,47,1,1,1,227,11,0,4,3,61,105
13330,0,1,2,0,0,2,0,0,0,1,0,0,11,0,87,9,0,5,2,8,61
13331,0,1,2,0,0,2,0,0,0,1,3,1,0,4,87,13,0,3,3,12,54
13332,0,1,1,0,0,2,0,0,1,1,0,1,16,1,127,10,0,13,3,9,94
13333,0,1,1,0,0,5,0,1,0,1,0,0,11,0,98,14,0,5,3,17,61
13334,0,1,2,0,0,2,0,1,0,1,2,1,2,4,120,9,0,9,5,3,94
13335,0,1,1,0,0,3,0,0,0,1,0,1,0,3,65,10,0,1,3,5,47
13336,0,1,2,0,0,4,0,0,0,1,0,1,16,1,151,11,0,7,3,5,118
13337,0,1,1,0,0,5,0,0,0,1,0,0,9,0,92,12,0,10,3,10,64
13338,0,1,2,0,0,3,0,0,0,1,0,0,0,0,95,10,0,9,2,4,82
13339,0,1,1,0,0,3,0,0,0,1,0,0,7,0,91,13,0,9,3,6,71
13340,0,1,15,0,0,2,0,0,0,1,0,1,0,1,185,12,0,7,3,33,128
13341,0,1,1,0,0,5,0,0,0,1,0,0,8,0,100,12,1,13,3,10,73
13342,0,1,1,0,0,3,0,0,0,1,0,0,6,0,88,15,0,4,3,7,68
13343,0,1,1,0,0,2,0,0,0,1,0,0,10,0,84,12,0,63,3,9,59
13344,0,1,3,1,0,3,0,0,0,1,0,1,1,3,79,15,0,3,3,4,58
13345,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,19,54
13346,0,1,1,0,0,5,0,0,0,1,0,0,7,0,99,11,0,4,3,24,59
13347,0,1,2,0,0,2,0,0,0,1,0,1,0,9,110,10,0,4,3,3,82
13348,0,1,1,0,0,3,0,0,0,1,0,1,1,2,108,15,0,9,3,0,93
13349,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,22,51
13350,0,1,1,0,0,1,0,0,0,1,0,1,7,3,145,12,0,52,3,10,114
13351,0,1,7,0,0,2,0,0,0,1,0,1,0,1,120,12,0,7,3,25,79
13352,0,1,1,0,0,2,0,0,0,1,27,0,0,0,99,9,0,81,4,30,36
13353,0,1,2,0,0,7,0,0,0,1,0,0,6,0,94,14,0,4,3,8,68
13354,0,1,2,0,0,1,0,0,1,1,3,1,1,3,102,11,0,10,3,5,77
13355,0,1,1,0,0,1,0,0,1,1,0,1,8,1,98,14,0,58,3,21,62
13356,0,1,2,0,0,2,0,0,0,1,0,0,10,0,102,10,0,6,2,6,79
13357,0,1,1,0,0,3,0,0,0,1,0,0,9,0,87,8,0,13,3,2,69
13358,0,1,1,0,0,4,0,0,0,1,0,0,11,0,110,8,0,4,3,6,85
13359,0,1,1,0,0,3,0,0,0,1,0,0,16,0,134,13,0,12,3,0,111
13360,0,1,1,0,0,2,0,0,0,1,0,1,7,3,118,13,0,5,3,0,96
13361,0,1,1,0,0,5,0,0,0,1,0,0,8,0,87,6,0,4,2,9,61
13362,0,1,1,0,0,2,0,0,0,1,0,1,0,3,87,10,0,2,3,0,72
13363,0,1,1,0,0,3,0,0,0,1,0,0,10,0,87,7,0,8,3,6,64
13364,0,1,2,0,0,6,0,0,0,1,0,0,4,0,100,14,0,10,3,8,77
13365,0,1,2,0,0,2,0,0,0,1,0,0,13,0,102,9,0,8,2,18,64
13366,0,1,1,0,0,3,0,0,0,1,0,0,13,0,99,7,0,8,3,9,70
13367,0,1,2,0,0,2,0,0,0,1,0,0,9,0,90,10,0,6,2,15,59
13368,0,1,1,0,0,5,0,0,0,1,0,0,4,0,88,10,0,5,3,27,48
13369,0,1,1,0,0,5,0,0,0,1,0,0,10,0,98,12,0,5,3,12,67
13370,0,1,3,0,0,1,0,0,0,2,6,1,3,3,150,11,0,3,2,28,97
13371,0,1,6,0,0,2,0,0,0,2,2,2,2,2,88,9,0,8,2,8,53
13372,0,1,1,0,0,4,0,0,0,1,0,0,9,0,84,8,0,7,2,19,48
13373,0,1,2,0,0,7,0,1,0,1,0,0,6,0,111,9,0,2,5,1,92
13374,0,1,1,0,0,1,0,0,0,1,24,1,11,1,176,21,0,139,3,40,94
13375,0,1,1,0,0,3,0,0,0,1,0,0,14,0,116,13,0,9,3,5,90
13376,0,1,2,0,0,5,0,0,0,1,0,0,14,0,115,11,0,4,5,15,76
13377,0,1,1,0,0,6,0,0,0,1,0,0,6,0,88,11,0,2,3,0,72
13378,0,1,1,0,0,3,0,0,0,1,0,0,7,0,92,13,0,20,3,0,78
13379,0,1,1,0,0,4,0,0,0,1,0,0,8,0,92,8,0,7,2,11,65
13380,0,1,2,1,0,3,0,0,1,1,0,0,6,0,94,10,0,10,6,0,80
13381,0,1,10,0,0,2,0,0,0,1,0,1,0,1,137,12,0,7,3,33,85
13382,0,1,1,0,0,4,0,0,0,1,64,0,6,0,232,10,0,5,2,33,121
13383,0,1,2,0,0,3,0,0,0,1,0,0,9,0,97,15,0,9,6,3,77
13384,0,1,8,0,0,2,0,0,0,1,0,1,0,1,131,12,0,7,3,30,84
13385,0,1,1,0,0,2,0,1,1,1,0,0,14,0,108,9,0,7,3,6,82
13386,0,1,3,0,0,1,0,0,0,2,6,1,3,3,158,11,0,3,2,28,105
13387,0,1,2,0,0,5,0,0,0,1,20,0,2,0,115,15,0,4,3,27,56
13388,0,1,2,0,0,7,0,0,0,1,0,0,6,0,97,14,0,4,3,8,71
13389,0,1,1,0,0,3,0,1,0,1,0,0,15,0,120,15,0,9,3,6,92
13390,0,1,2,0,0,2,0,0,0,1,0,0,15,0,98,9,0,7,2,20,56
13391,0,1,1,0,0,4,0,0,0,1,20,1,1,1,93,6,0,2,2,20,42
13392,0,1,1,0,0,4,0,0,0,1,0,0,7,0,87,14,0,5,3,13,59
13393,0,1,3,1,0,3,0,0,0,1,0,0,0,0,64,16,0,8,3,0,52
13394,0,1,1,0,1,2,0,0,1,1,0,1,4,1,85,10,0,14,3,9,63
13395,0,1,1,0,0,6,0,0,0,1,72,0,7,0,273,13,0,4,3,87,97
13396,0,1,2,0,0,2,0,0,0,1,0,0,10,0,85,10,0,6,2,10,58
13397,0,1,1,0,0,2,0,0,0,1,24,0,0,0,90,9,0,72,4,31,29
13398,0,1,1,0,0,4,0,0,0,1,0,0,3,0,99,15,0,4,3,8,78
13399,0,1,13,0,0,2,0,0,0,1,0,1,0,1,159,12,0,7,3,38,99
13400,0,1,1,0,0,4,0,0,0,1,0,0,5,0,90,10,1,15,3,0,77
13401,0,1,2,0,0,6,0,0,0,1,0,0,6,0,85,14,0,4,3,8,60
13402,0,1,2,0,0,2,0,0,0,1,0,1,0,5,129,13,1,13,3,27,83
13403,0,1,1,0,0,4,0,0,0,1,0,0,12,0,104,11,0,66,3,13,71
13404,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,22,51
13405,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,19,54
13406,0,1,2,0,0,2,0,0,0,1,0,1,0,5,129,13,1,13,3,27,83
13407,0,1,2,0,0,1,0,0,0,1,0,1,0,5,90,9,0,9,3,17,57
13408,0,1,2,0,0,4,0,0,0,1,0,0,1,0,83,10,0,7,2,11,62
13409,0,1,2,0,0,2,0,0,0,1,20,1,0,4,150,13,0,13,3,13,101
13410,0,1,1,0,0,9,0,0,0,1,0,0,6,0,108,9,0,6,3,14,72
13411,0,1,3,0,0,2,0,0,0,1,0,0,15,0,107,13,0,9,6,7,77
13412,0,1,1,0,0,6,0,0,0,1,0,0,8,0,99,11,0,2,3,0,81
13413,0,1,2,0,0,2,0,0,0,1,0,1,0,9,112,10,0,4,3,5,82
13414,0,1,1,0,0,6,0,0,0,1,0,0,4,0,86,10,0,5,3,4,66
13415,0,1,1,0,0,3,0,0,0,1,0,0,11,0,109,13,1,9,3,10,81
13416,0,1,1,0,0,4,0,0,0,1,0,0,5,0,96,15,0,4,3,9,72
13417,0,1,3,1,0,5,0,0,0,1,0,0,6,0,100,10,0,4,6,6,77
13418,0,1,1,0,0,3,0,0,0,1,0,1,0,3,65,10,0,1,3,5,47
13419,0,1,2,0,0,6,0,0,0,1,0,0,10,0,137,14,0,7,3,8,108
13420,0,1,3,0,0,2,0,0,0,1,0,1,2,5,138,15,0,8,6,42,69
13421,0,1,3,0,0,3,0,0,0,1,0,0,8,0,91,15,0,3,6,7,67
13422,0,1,1,0,0,3,0,0,0,1,0,0,10,0,112,7,0,8,3,6,89
13423,0,1,10,0,0,2,0,0,0,1,0,1,0,1,143,12,0,7,3,35,89
13424,0,1,1,0,0,6,0,0,0,1,0,0,4,0,85,11,0,2,3,0,71
13425,0,1,1,0,0,2,0,0,0,1,26,0,0,0,103,9,0,4,2,30,41
13426,0,1,1,0,0,4,0,0,0,1,0,0,4,0,96,15,0,4,3,8,74
13427,0,1,1,0,0,2,0,0,0,1,27,0,0,0,99,9,0,81,4,34,32
13428,0,1,2,0,0,3,0,0,0,1,0,0,0,0,149,13,0,10,6,6,123
13429,0,1,1,0,0,2,0,1,0,1,0,0,14,0,120,18,0,8,3,7,93
13430,0,1,1,0,0,3,0,0,0,1,0,0,11,0,87,8,0,13,3,2,67
13431,0,1,1,0,0,5,0,0,0,1,0,0,13,0,103,12,0,4,3,10,71
13432,0,1,1,0,0,4,0,0,0,1,0,0,13,0,89,8,0,7,2,18,50
13433,0,1,1,0,0,2,0,0,0,1,0,1,0,3,87,10,0,2,3,0,72
13434,0,1,1,0,0,2,0,0,0,1,0,1,9,2,105,15,0,6,3,8,78
13435,0,1,1,0,0,4,0,0,0,1,0,0,4,0,91,14,0,4,3,8,69
13436,0,1,2,0,0,6,0,0,1,1,0,0,5,0,98,13,1,2,2,0,82
13437,0,1,1,0,0,3,0,0,0,1,30,1,0,8,249,6,1,2,2,53,143
13438,0,1,12,0,0,3,0,0,0,1,0,0,0,0,100,15,0,7,2,12,69
13439,0,1,1,0,0,3,0,0,0,1,0,0,13,0,124,13,0,20,3,0,104
13440,0,1,1,0,0,3,0,0,0,1,0,0,9,0,101,13,0,9,3,10,75
13441,0,1,1,0,0,3,0,0,0,1,0,0,5,0,84,17,1,9,3,8,64
13442,0,1,1,0,0,5,0,0,0,1,0,1,8,1,107,11,0,4,3,8,79
13443,0,1,1,0,0,3,0,0,0,1,0,0,8,0,85,13,0,9,3,6,64
13444,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,22,51
13445,0,1,2,0,0,3,0,0,0,1,4,1,2,2,177,15,0,9,3,9,138
13446,0,1,1,0,0,5,0,0,0,1,0,0,8,0,84,11,0,4,3,8,59
13447,0,1,2,0,0,3,0,0,0,1,0,1,5,1,104,13,1,16,3,17,72
13448,0,1,1,0,0,5,0,0,0,1,0,0,13,0,121,11,1,4,3,18,81
13449,0,1,2,0,0,1,0,0,0,1,0,1,0,2,93,10,0,13,2,31,49
13450,0,1,1,0,0,3,0,0,0,1,0,0,7,0,90,13,0,9,3,6,70
13451,0,1,1,0,0,3,0,0,0,1,0,0,7,0,92,8,0,13,3,0,78
13452,0,1,1,0,0,5,0,0,0,1,0,0,10,0,86,11,0,4,3,8,59
13453,0,1,1,0,0,5,0,0,0,1,0,0,11,0,99,14,0,4,3,8,71
13454,0,1,2,0,0,1,0,0,0,1,0,0,7,0,92,10,0,74,3,7,72
13455,0,1,1,0,0,3,0,0,0,1,0,0,9,0,89,13,0,9,3,6,67
13456,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,18,55
13457,0,1,2,0,0,4,0,0,0,1,0,0,11,0,124,15,0,12,6,0,104
13458,0,1,1,0,0,2,0,0,0,1,0,1,10,1,99,15,0,61,3,8,73
13459,0,1,3,0,0,3,0,0,0,1,0,0,2,0,67,14,0,3,3,8,48
13460,0,1,1,0,0,4,0,1,0,1,0,0,9,0,86,10,0,6,3,6,63
13461,0,1,1,0,0,4,0,0,0,1,32,0,2,0,130,9,0,5,3,35,53
13462,0,1,3,0,0,2,0,0,0,1,0,0,17,0,109,15,0,21,6,8,76
13463,0,1,2,0,0,5,0,0,0,1,0,0,14,0,113,11,0,4,5,15,74
13464,0,1,1,0,0,4,0,0,0,1,50,0,5,0,188,9,0,5,3,58,67
13465,0,1,2,0,0,1,0,0,0,2,74,1,1,1,308,11,0,4,3,96,123
13466,0,1,2,0,0,1,0,0,0,1,0,1,0,3,90,10,0,14,3,29,49
13467,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,20,53
13468,0,1,1,0,0,6,0,0,0,1,54,0,7,0,226,13,0,4,3,64,91
13469,0,1,1,0,0,6,0,0,0,1,0,0,14,0,140,14,1,4,3,8,108
13470,0,1,2,0,0,7,0,0,0,1,0,0,7,0,88,14,0,4,3,9,60
13471,0,1,1,0,0,5,0,1,0,1,0,0,11,0,105,15,0,4,3,11,74
13472,0,1,1,0,0,3,0,0,0,1,0,0,11,0,111,13,0,9,3,6,87
13473,0,1,13,0,0,2,0,0,0,1,0,1,0,1,142,12,0,7,3,31,89
13474,0,1,1,0,0,2,0,0,0,1,21,0,0,0,81,9,0,63,4,23,31
13475,0,1,2,0,0,3,0,0,0,1,0,1,0,1,95,12,0,6,3,8,69
13476,0,1,1,0,0,4,0,0,0,1,0,0,11,0,100,7,0,66,3,11,70
13477,0,1,1,0,0,8,0,0,0,1,0,0,0,0,90,6,0,12,2,3,75
13478,0,0,2,0,0,3,0,0,0,0,0,0,0,0,48,0,0,10,-1,0,42
13479,0,1,1,0,0,3,0,0,0,1,0,0,7,0,86,8,0,13,3,2,70
13480,0,1,3,0,0,7,0,0,0,1,0,0,7,0,128,14,1,7,3,8,100
13481,0,1,1,0,0,5,0,0,1,1,0,0,7,0,86,11,0,7,3,7,63
13482,0,1,2,0,0,2,0,0,0,1,0,1,0,9,112,10,0,4,3,5,82
13483,0,1,1,0,0,1,0,0,0,1,30,1,0,1,116,9,0,0,2,37,42
13484,0,1,1,0,0,5,0,0,0,1,0,0,11,0,117,12,0,7,3,8,89
13485,0,1,1,0,0,3,0,0,0,1,0,0,12,0,113,13,0,9,3,10,84
13486,0,1,1,0,0,5,0,0,0,1,0,0,5,0,96,12,1,8,3,0,82
13487,0,1,1,0,0,5,0,0,0,1,0,0,7,0,85,13,0,4,3,8,61
13488,0,1,1,0,0,4,0,0,0,1,0,0,3,0,87,14,0,4,3,8,66
13489,0,1,2,0,0,5,0,0,0,1,0,0,9,0,85,11,0,4,5,15,51
13490,0,1,2,0,0,5,0,1,0,1,0,0,0,0,107,10,1,8,3,0,92
13491,0,1,1,0,0,2,0,0,0,1,21,0,0,0,81,9,0,63,4,22,32
13492,0,1,2,0,0,4,0,0,0,1,0,1,15,1,130,11,0,7,3,9,94
13493,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,21,52
13494,0,1,1,0,0,6,0,0,0,1,0,0,15,0,131,11,0,2,3,0,106
13495,0,1,2,0,0,1,0,0,0,1,0,0,14,0,121,10,0,103,2,18,83
13496,0,1,2,0,0,3,0,0,0,1,2,0,1,0,88,15,0,7,2,14,59
13497,0,1,2,0,0,3,0,0,0,1,2,0,1,0,117,15,0,16,2,23,73
13498,0,1,2,0,0,3,0,0,0,1,3,1,0,6,95,11,0,10,3,13,59
13499,0,1,3,0,0,2,0,0,1,3,10,1,0,4,250,13,0,5,3,42,177
13500,0,1,1,0,0,3,0,0,0,1,0,0,11,0,92,11,0,65,3,10,64
13501,0,1,1,0,0,5,0,0,0,1,0,0,13,0,109,12,0,4,3,10,77
13502,0,1,3,0,0,6,0,0,0,1,0,0,0,0,97,14,0,10,3,30,51
13503,0,1,2,0,0,6,0,0,0,1,0,0,18,0,146,14,0,7,3,8,109
13504,0,1,1,0,0,3,0,0,0,1,0,0,15,0,113,17,0,9,3,8,83
13505,0,1,1,0,0,4,0,0,0,1,0,0,11,0,99,8,0,4,3,6,74
13506,0,1,2,0,0,3,0,0,0,1,4,1,1,2,172,15,0,9,3,9,134
13507,0,1,1,0,0,6,0,0,0,1,0,0,4,0,83,12,0,8,3,8,61
13508,0,1,1,0,0,5,0,0,0,1,0,0,7,0,95,17,0,4,3,8,71
13509,0,1,2,0,0,1,0,0,0,1,0,0,14,0,107,17,0,82,3,0,87
13510,0,1,1,0,0,1,0,0,0,1,0,0,10,0,85,14,0,63,3,10,60
13511,0,1,2,0,0,1,0,0,0,2,6,1,5,3,161,11,0,3,2,28,107
13512,0,1,2,0,0,6,0,0,0,1,0,0,11,0,133,14,0,7,3,8,103
13513,0,1,1,0,0,2,0,0,0,1,52,0,1,0,187,14,0,4,3,55,69
13514,0,1,2,0,0,3,0,0,0,1,0,0,1,0,91,15,0,16,2,15,61
13515,0,1,1,0,0,5,0,0,0,1,0,0,10,0,93,11,0,4,3,11,63
13516,0,1,1,0,0,2,0,0,1,1,0,1,18,1,153,10,0,11,3,5,122
13517,0,1,1,0,0,10,0,0,0,1,0,0,0,0,87,15,0,4,3,21,52
13518,0,1,2,0,0,3,0,0,0,1,0,0,18,0,118,13,0,16,2,6,86
13519,0,1,2,0,0,3,0,0,0,1,0,0,0,0,141,13,0,9,6,8,112
13520,0,0,4,1,0,3,0,0,0,0,0,0,0,0,50,0,0,9,-1,0,43
13521,0,1,2,0,0,2,0,0,0,1,0,1,0,9,113,10,0,4,3,6,82
13522,0,1,2,0,0,2,0,0,0,1,9,1,0,4,105,13,0,3,3,12,66
13523,0,1,2,0,0,2,0,0,0,1,0,1,6,1,92,10,0,5,3,7,70
13524,0,1,1,0,0,5,0,0,0,1,0,0,8,0,91,11,0,4,3,15,59
13525,0,1,1,0,0,1,0,0,0,1,0,0,8,0,86,15,0,63,3,5,67
13526,0,1,14,0,0,2,0,0,0,1,0,1,0,1,164,12,0,7,3,30,111
13527,0,1,2,0,0,3,0,0,0,1,0,1,5,1,105,13,1,17,3,17,73
13528,0,1,1,0,0,4,0,0,0,1,0,0,5,0,96,14,0,4,3,7,74
13529,0,1,2,0,0,1,0,0,1,2,59,1,1,1,263,11,0,4,3,78,112
13530,0,1,2,0,0,1,0,0,0,1,0,0,7,0,84,10,0,66,2,10,61
13531,0,1,1,0,0,4,0,0,0,1,62,0,6,0,223,9,0,5,3,74,73
13532,0,1,1,0,0,2,0,0,0,1,0,0,8,0,99,12,0,7,3,7,78
13533,0,1,2,0,0,5,0,0,0,1,0,0,3,0,87,13,1,16,3,0,74
13534,0,1,2,0,0,2,0,0,0,1,0,0,10,0,84,13,0,7,2,6,61
13535,0,1,2,0,0,3,0,0,0,1,0,1,9,9,255,10,0,7,2,51,160
13536,0,1,1,0,0,2,0,0,0,1,0,0,14,0,110,10,0,7,3,8,82
13537,0,1,1,0,0,5,0,0,0,1,0,0,10,0,111,14,1,4,3,10,82
13538,0,1,10,0,0,2,0,0,0,1,0,1,0,1,147,12,0,7,3,36,92
13539,0,1,1,0,0,3,0,0,0,1,0,0,11,0,126,10,1,7,3,12,96
13540,0,1,1,0,0,3,0,0,0,1,0,0,8,0,83,13,0,9,3,6,62
13541,0,1,3,0,0,2,0,0,0,1,0,0,13,0,104,15,0,19,6,14,69
13542,0,1,4,0,0,2,0,0,0,1,12,1,0,5,182,13,0,7,3,26,123
13543,0,1,1,0,0,5,0,0,0,1,0,0,14,0,115,17,0,7,3,0,92
13544,0,1,9,0,0,2,0,0,0,1,0,1,0,1,140,12,0,7,3,35,87
13545,0,1,1,0,0,2,0,0,0,1,0,0,11,0,84,7,0,7,3,8,59
13546,0,1,2,0,0,6,0,0,0,1,0,0,8,0,99,14,0,10,3,9,71
13547,0,1,1,0,0,1,0,0,0,1,0,0,8,0,90,20,0,62,3,6,71
13548,0,1,1,0,0,4,0,1,0,1,0,0,6,0,83,6,0,5,3,6,63
13549,0,1,1,0,0,3,0,0,0,1,28,0,1,0,112,9,0,6,3,33,43
13550,0,1,1,0,0,5,0,0,0,1,0,0,14,0,100,12,0,4,3,11,66
13551,0,1,1,0,0,6,0,0,0,1,0,0,10,0,97,14,0,12,3,8,69
13552,0,1,1,0,0,5,0,0,0,1,0,0,3,0,85,10,0,5,3,29,44
13553,0,1,1,0,0,6,0,0,0,1,0,0,7,0,101,11,0,2,3,0,84
13554,0,1,2,0,0,2,0,0,0,1,0,0,15,0,104,13,0,5,2,6,76
13555,0,1,1,0,0,5,0,0,0,1,0,0,8,0,94,11,0,4,3,14,63
13556,0,1,2,0,0,2,0,0,0,1,0,0,14,0,92,9,0,5,2,9,62
13557,0,1,2,0,0,3,0,0,0,1,0,1,7,3,143,12,0,10,3,10,110
13558,0,1,1,0,0,3,0,0,1,1,0,0,7,0,83,7,0,5,2,8,61
13559,0,1,1,0,0,5,0,1,0,1,0,0,10,0,101,10,0,6,3,6,76
13560,0,1,2,0,0,1,0,0,0,1,0,1,0,12,182,17,0,11,3,9,139
13561,0,1,3,1,0,3,0,0,0,1,0,1,1,1,65,20,0,13,9,3,50
13562,0,1,1,0,0,5,0,0,0,1,0,0,4,0,87,10,0,5,3,27,47
13563,0,1,1,0,0,3,0,1,0,1,0,0,12,0,118,15,0,9,3,6,93
13564,0,1,1,0,0,4,0,0,0,1,0,0,10,0,107,14,0,66,3,10,79
13565,0,1,1,0,0,3,0,0,0,1,64,0,7,0,228,10,0,10,2,28,122
13566,0,1,8,0,0,2,0,0,0,1,0,1,0,1,131,12,0,7,3,35,79
13567,0,1,2,0,0,1,0,0,0,1,0,0,12,0,90,10,0,72,2,8,64
13568,0,1,1,0,0,5,0,0,0,1,0,0,10,0,115,17,0,7,3,0,96
13569,0,1,2,0,0,5,0,0,0,1,22,0,1,0,120,15,0,4,3,30,57
13570,0,1,1,0,0,5,0,0,1,1,0,0,9,0,105,17,0,4,3,8,79
13571,0,1,1,0,0,4,0,0,0,1,50,0,4,0,186,9,0,5,3,63,61
13572,0,1,1,0,0,3,0,0,0,1,12,1,1,1,89,6,0,4,2,12,54
13573,0,1,2,0,0,3,0,0,0,1,0,1,0,1,108,12,0,6,3,8,80
13574,0,1,2,0,0,1,0,0,1,1,3,1,1,3,96,11,0,10,3,5,72
13575,0,1,2,0,0,7,0,0,0,1,0,0,5,0,100,11,0,6,3,8,74
13576,0,1,2,1,0,3,0,1,0,1,0,0,2,0,67,25,0,3,3,0,57
13577,0,1,1,0,0,2,0,0,1,1,0,1,6,1,93,10,0,16,3,6,73
13578,0,1,8,0,0,2,0,0,0,1,0,1,0,1,122,12,0,7,3,27,78
13579,0,1,2,0,0,2,0,0,0,1,0,0,13,0,102,9,0,4,2,17,65
13580,0,1,1,0,0,3,0,0,0,1,0,1,0,2,101,15,0,9,3,0,88
13581,0,1,1,0,0,3,0,0,0,1,0,1,3,1,88,16,0,4,3,10,66
13582,0,1,1,0,0,4,0,0,0,1,0,0,3,0,85,14,0,4,3,8,64
13583,0,1,1,0,0,5,0,0,0,1,0,0,8,0,94,14,0,4,3,12,65
13584,0,1,2,0,0,6,0,0,0,1,0,0,9,0,115,14,0,5,3,16,79
13585,0,1,2,0,0,2,0,0,0,1,3,1,8,4,189,10,0,7,2,35,119
13586,0,1,1,0,0,2,0,0,0,1,0,0,8,0,85,11,0,7,3,7,64
13587,0,1,9,1,0,3,0,0,0,2,9,1,0,1,115,46,1,3,3,15,74
13588,0,1,2,0,0,5,0,0,0,1,22,0,1,0,120,15,0,4,3,30,57
13589,0,1,1,0,0,5,0,0,0,1,0,0,6,0,87,14,0,4,3,8,64
13590,0,1,4,0,0,2,0,0,2,2,4,1,0,2,141,12,0,6,3,41,83
13591,0,1,2,0,0,1,0,0,0,1,0,0,13,0,87,11,0,68,2,6,62
13592,0,1,1,0,1,2,0,0,1,1,0,1,17,1,151,10,0,8,3,5,120
13593,0,1,1,0,0,2,0,0,0,1,27,0,0,0,105,12,0,3,2,27,45
13594,0,1,1,0,0,4,0,0,0,1,0,0,11,0,106,8,0,4,3,6,81
