,url,type
10336,bleacherreport.com/articles/649514-kansas-city-royals-2011-mlb-season-preview,benign
10337,mcgillunderground.com/?cat=6,benign
10338,artodyssey1.blogspot.com/2011/05/sam-leach.html,benign
10339,artshapes.com/Jack-Lukeman.html,benign
10340,collegefootball.rivals.com/viewcoach.asp?Coach=365,benign
10341,jerseyssaleforcheap.com/products/Atletico-Madrid-Football-Club-s1351_p1.html,benign
10342,amazon.ca/Ghost-Mr-Chicken-Don-Knotts/dp/6304005512,benign
10343,dcnonl.com/article/id25936,benign
10344,cynthiaswope.com/withinthevines/cary.html,benign
10345,veromi.com/Maria-Atwood.aspx,benign
10346,allstarpics.net/pic-gallery/cliff-arquette-pics.htm,benign
10347,recordsofwar.com/iwo/4thmardiv/iwodead.htm,benign
10348,thecanadianencyclopedia.com/index.cfm?PgNm=TCE&Params=A1ARTA0000905,benign
10349,amcyongedundas.com/,benign
10350,crtc.gc.ca/eng/transcripts/2010/tb0118.html,benign
10351,omahabirths.wordpress.com/d/,benign
10352,http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001011004&free3=item&disp_no=007001011004,benign
10353,baseball5tz.steadywebs.com/zephy2n/gary-jo5f.html,benign
10354,idioms.yourdictionary.com/put-someone-in-his-or-her-place,benign
10355,yelp.ca/biz/therrien-michel-dr-lemoyne,benign
10356,laweekly.com/2009-01-15/la-vida/painting-through-pirate-waters-danielle-eubank-expedition-artist-on-the-all-wood-phoenicia-sailing-around-africa/,benign
10357,http://otomoto.pl/oferta/volkswagen-t4-zadbany-niezawodny-t4-skrzynia-z-hds-wysokie-burty-1-9d-super-stan-ID6y540n.html,benign
10358,answers.com/topic/janis-paige,benign
10359,http://buzzfil.net/article/4747/buzz/elle-arrive-a-s-echapper-de-le-coree-du-nord-et-raconte-sa-terrifiante-histoire-2.html?href=inner_website,benign
10360,allamericancollegejerseys.com/syracuse-orangemen.html,benign
10361,dieantwoord.com/,benign
10362,petitiononline.com/965krbz/petition-sign.html,benign
10363,lists.lucywho.com/american-film-actors-c14071951.html,benign
10364,ucpress.edu/book.php?isbn=9780520209022,benign
10365,charliepark.org/slopegraphs/,benign
10366,youtube.com/watch?v=wvKQCk8BuIk,benign
10367,torrentreactor.net/torrents/946406/Shakira-Fijaci%C3%B3n-Oral-Vol-1-MP3@320-Pop,benign
10368,youtube.com/watch?v=5HpbnQ9g0Q0,benign
10369,thekindlife.com/post/how-to-pack-a-healthy-lunch-that-your-kids-will-actually-eat,benign
10370,espn.go.com/blog/ncfnation/tag/_/name/iowa-state-cyclones,benign
10371,homepages.rootsweb.ancestry.com/~lheureux/lh1/d0096/g0000026.html,benign
10372,facebook.com/people/Harold-Fisher/100000272936096,benign
10373,en.wikipedia.org/wiki/Robert_Flynn_(author),benign
10374,redshirtknitting.com/?p=1901,benign
10375,ironman.com/events/ironman/china/mccormack-and-balding-claim-ironman-70.3-china-titles-kevin-mackinnon-recaps-the-exciting-day-of-racing,benign
10376,usmilitary.about.com/library/milinfo/statefacts/blwa.htm,benign
10377,http://distractify.com/post/related/id/554109774a0c4b65211f252d/skip/10/limit/10/back/0,benign
10378,classicmontecarlos.com/tag/first-generation-monte-carlo/,benign
10379,mylife.com/earlbrookins,benign
10380,youtube.com/watch?v=-m3rHWI4qkM,benign
10381,linkedin.com/pub/dir/harold/harris,benign
10382,anytimecostumes.com/halloween/p-005755649,benign
10383,spiritus-temporis.com/index/dan.html,benign
10384,abrahamlincoln200.org/calendar/howard-conference-april16-april18.aspx,benign
10385,gearsofwar3guide.org/,benign
10386,screencrave.com/2011-09-19/2011-emmy-award-winners/,benign
10387,sports-4murs.qc.ca/racquetball/TOUR_QC_1995-en.htm,benign
10388,mp3raid.com/music/like_a_prayer.html,benign
10389,t-shirtforums.com/dye-sublimation/t103022.html,benign
10390,manpaper.com/ViewCelebInfo_4114.html,benign
10391,http://torcache.net/torrent/4E0D7FB019BA30EC671BE08255347C0A86E91D1C.torrent?title=[kickass.to]fast.and.furious.7.2015.italian.ld.dual.480p.hqts.x264.ig,benign
10392,http://torcache.net/torrent/7545FA37002FBD2087FD3C93EDB580E3969AE2E3.torrent?title=[kickass.to]insurgents.raiders.and.bandits.by.john.arquilla.epub,benign
10393,gopsusports.com/sports/m-baskbl/spec-rel/060311aad.html,benign
10394,collegeprowler.com/university-of-missouri----kansas-city/,benign
10395,torrentreactor.net/torrents/1829112/Men-Without-Hats-Greatest-Hats,benign
10396,schoolsecurity.org/trends/school_violence09-10.html,benign
10397,wn.com/Houston_Oilers,benign
10398,shoemall.com/p/indigo-by-clarks-womens-canal-street-sandal/,benign
10399,cbssports.com/nfl/teams/roster/PIT/pittsburgh-steelers,benign
10400,alumniclass.com/high-school-alumni-classmates/california/mcclymonds/6752?page=2,benign
10401,whozat.com/person/z/z-df/z-df25.html,benign
10402,citypaper.net/articles/022400/eat.bagel.side.shtml?print=1,benign
10403,4shared.com/video/zcoCeMLD/Michael_Jackson_-_1995_MTV_Vid.html,benign
10404,youtube.com/watch?v=GozOtjqnV-E,benign
10405,glassdoor.com/Reviews/Saepio-Technologies-Reviews-E264618.htm,benign
10406,ducks.nhl.com/club/player.htm?id=8462044,benign
10407,dublinsingers.org/,benign
10408,4megaupload.com/coeur-de-pirate-blonde-mediafire.html,benign
10409,http://arstechnica.com/civis/viewtopic.php?f=18&p=29008747&sid=5e892e3305e5ea835543484c80ccc29f,benign
10410,hemorrhoidcurenow.blogspot.com/,benign
10411,ompage.net/SwamiYogananda/athenaeum.htm,benign
10412,imdb.com/name/nm0484571/,benign
10413,allposters.co.uk/-st/Henri-Martin-Posters_c26464_.htm,benign
10414,kickoff.com/league/nedbank-cup/match-report/5765/baroka-fc-stun-kaizer-chiefs-in-nedbank-cup.php,benign
10415,mylife.com/franmull,benign
10416,tripadvisor.com/ShowUserReviews-g155004-d1746795-r72074881-Parliament_Buildings-Ottawa_Ontario.html,benign
10417,metrolyrics.com/trompe-le-monde-lyrics-pixies.html,benign
10418,sportsoverdose.com/nhl-players/martin-brodeur,benign
10419,swarb.co.uk/lisc/HumRi20002000.php,benign
10420,123people.com/s/yves+leduc,benign
10421,missourisportsmag.com/?p=21944,benign
10422,eforu.com/birthdays/1948.html,benign
10423,sports.yahoo.com/nfl/teams/sfo,benign
10424,placesinfrance.com/basilica_saint_denis.html,benign
10425,timewarnercable.com/MidOhio/about/inthenewsdetails.ashx?PRID=1453&MarketID=124,benign
10426,http://distractify.com/post/related/id/54c7a3ad4a0c4b2d3f5b7b2e/skip/10/limit/10/back/0,benign
10427,http://thenextweb.com/apps/2011/01/21/want-to-see-the-best-photos-on-instagram-try-insta-great/,benign
10428,pktube.onepakistan.com/brassard/,benign
10429,davycrockettsalmanack.blogspot.com/2011/07/art-gallery-ken-maynard.html,benign
10430,espn.go.com/video/clip?id=7191713,benign
10431,facebook.com/zelenka.michael,benign
10432,hockeydb.com/ihdb/stats/leagues/seasons/teams/0007371947.html,benign
10433,samsonrealtor.com/,benign
10434,sweetandpussy.com/busty-nicha-chong-lawn-strip,benign
10435,parentalrights.org/status,benign
10436,pagaelpato.com/cine/cineitaliano.htm,benign
10437,linkedin.com/directory/people/lightstone.html,benign
10438,myspace.com/quovadispl,benign
10439,baseball-reference.com/boxes/DET/DET197008010.shtml,benign
10440,freewebs.com/wallal/obituriesdeathsindex.htm,benign
10441,http://nypost.com/2015/05/12/mini-tacos-margaritas-and-10-other-ways-to-party-at-frieze/?share=email,benign
10442,educationcanada.com/browse.phtml?sid=qc&pagen=6&scat=3&ne=10,benign
10443,healthgrades.com/physician/dr-joseph-lalonde-x4p44/map-directions,benign
10444,kfog.com/,benign
10445,gisele.foodpages.ca/,benign
10446,events.contracostatimes.com/oakland-ca/venues/show/28845-renaissance-grand-lake-theatre,benign
10447,prohockeytalk.nbcsports.com/2011/11/18/marc-edouard-vlasic-is-one-hot-pickle,benign
10448,cantonrep.com/sports/x481346618/Ex-Mount-Union-quarterback-Kurt-Rocco-starting-for-Cleveland-Gladiators,benign
10449,artholes.com/artists/daniel-robbins,benign
10450,nihonto.com/itemsalebooks.html,benign
10451,montreal.en.craigslist.ca/msg/index700.html,benign
10452,yourbittorrent.com/?q=les-colocs,benign
10453,alltribes.com/,benign
10454,universalorlando.com/Restaurants/CityWalk/Jimmy-Buffett-Margaritaville.aspx,benign
10455,richardlangworth.com/jack-le-viens-the-finest-hours,benign
10456,focusdep.com/quotes/authors/Maureen/Forrester,benign
10457,en.citizendium.org/wiki/Grand_Trunk_Railway,benign
10458,realityblurred.com/realitytv/archives/the_real_world_san_diego/2007_Jun_12_frankie_death_report,benign
10459,http://slickdeals.net/article/news/television-in-2015-your-quick-guide-to-cord-cutting,benign
10460,virts.rootsweb.ancestry.com/~slkarner/WC_SRC.HTML,benign
10461,pbs.org/wgbh/americanexperience/films/,benign
10462,last.fm/music/Flogging+Molly/_/Within+a+Mile+of+Home,benign
10463,recommendedcompany.com/dry-cleaners/in/north-carolina/,benign
10464,http://skyrock.com/videos/eHhpeTExOjEz-Harlem-Shake-Skyrock-com-Edition.html?top=4&period=daily,benign
10465,http://emgn.com/entertainment/this-girls-ability-just-blew-our-minds-you-wont-believe-what-she-can-do-wow/,benign
10466,myspace.com/216281524,benign
10467,pipl.com/directory/name/Galusha/Alfred,benign
10468,coop-litigation.com/vitelco.aspx,benign
10469,redfin.com/school/105886/CA/Oakland/Horace-Mann-Elementary-School,benign
10470,destroyers.org/smrde/USS_Ouellet.html,benign
10471,freebase.com/view/en/louise_robey,benign
10472,archive.org/details/BettyGrabel-01-10,benign
10473,navweaps.com/index_reunions/reunion_usn_U_W.htm,benign
10474,healthcare.com/profile/bernard-pofu-chang/,benign
10475,portailfad.qc.ca/en/home/,benign
10476,waatp.com/people/alonzo-pulley/461654/,benign
10477,hillsborosoccer.org/home.php?layout=1035,benign
10478,groups.google.com/group/cosatu-daily-news/browse_thread/thread/ebbdf21b2835435e/87abd1eaa22ecc7b?show_docid=87abd1eaa22ecc7b,benign
10479,cpcml.ca/,benign
10480,http://torcache.net/torrent/CE521239A170434C89616F8370ED330329E2D8D2.torrent?title=[kickass.to]horriblesubs.shokugeki.no.soma.06.720p.mkv,benign
10481,greatfightvideos.com/2009/04/05/james-thompson-vs-steve-bosse-no-contest/,benign
10482,manta.com/c/mtxkrys/america-first-credit-union,benign
10483,twitter.com/PaulMcGinley77,benign
10484,kentuckytourism.com/explore/cities_towns.aspx,benign
10485,ngongrd.kbay.co.ke/,benign
10486,bleacherreport.com/articles/840342-oakland-raiders-was-darren-mcfaddens-2010-2011-season-an-anomaly,benign
10487,en.wikipedia.org/wiki/Kansas_City_Spartans_(ABA),benign
10488,flixster.com/actor/jean-duceppe-photos,benign
10489,en.wikipedia.org/wiki/Lothaire_Bluteau,benign
10490,http://kotaku.com/we-do-apologize-life-at-sony-customer-service-during-t-1677612560/layer/,benign
10491,fanpix.net/gallery/max-gail-pictures.htm,benign
10492,abc-directory.com/site/2636217,benign
10493,answers.yahoo.com/question/index?qid=20081116135609AAusKjz,benign
10494,mylife.com/mrbobjoy,benign
10495,videosurf.com/videos/Tito+Lusiardo,benign
10496,bukisa.com/articles/233544_james-arness-and-edmund-gwenn-in-them-1954,benign
10497,en.wikipedia.org/wiki/Queens_Park_Rangers_F.C._season_2007-08,benign
10498,aos.grc.nasa.gov/main/personnel/dr-felix-miranda/,benign
10499,reddotshooting.com/bolenbasepad.aspx,benign
10500,tribute.ca/showtimes/theatres/stbruno-cinemas/aaixb/,benign
10501,http://qz.com/396812/this-new-satellite-tech-will-finally-make-your-gogo-inflight-wifi-fast/,benign
10502,http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90OL%E3%83%BB%E3%81%8A%E5%A7%89%E3%81%95%E3%82%93%E3%83%BB%E7%97%B4%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fc9dg6CyL9ncTXQVu+%E7%9B%B8%E6%BE%A4%E3%81%BE%E3%81%BB+%E7%84%A1%E4%BF%AE%E6%AD%A3+%23ero+%23douga+%23agesage,benign
10503,pipl.com/directory/name/Gaudreau/Alain,benign
10504,movies.com/actors/christina-ricci/p301664,benign
10505,factbites.com/topics/Pierre-Granche,benign
10506,http://babal.net/news/view/111893/%D8%AA%D9%81%D8%B1%D9%8A%D9%82-%D9%85%D8%B3%D9%8A%D8%B1%D8%A9-%D9%84%D9%80-%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%D9%8A%D8%A9-%D8%A8%D8%B9%D8%AF-%D9%85%D8%AD%D8%A7%D9%88%D9%84%D8%A9-%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B3%D9%86%D8%AA%D8%B1%D8%A7%D9%84-%D8%A8%D9%80-%D8%A7%D9%84%D9%81%D9%8A%D9%88%D9%85,benign
10507,usidentify.com/l/tombs,benign
10508,youtube.com/watch?v=Gd_LYg2WyfU,benign
10509,montreal.worldweb.com/SightsAttractions/PlacesofWorshipReligiousSites/,benign
10510,thecrimson.com/article/1998/1/7/league-releases-academic-all-americans-pthe-ivy/,benign
10511,metrolyrics.com/the-letter-black-lyrics.html,benign
10512,food.computer4u.in.th/,benign
10513,cwfa.org/articledisplay.asp?id=1466,benign
10514,laptop-driver.info/,benign
10515,everything.explained.at/contents/list_NEW.htm,benign
10516,mediafire.com/?ymzri2wdoom,benign
10517,http://kenh14.vn/star/nhung-cap-kieu-nu-cung-ten-hot-nhat-showbiz-viet-20120204093141338.chn,benign
10518,product.half.ebay.com/Grants-Dissector-by-J-C-Boileau-Grant-and-Patrick-W-Tank-Ph-D-2005-Hardcover-Spiral/102902569&tg=info,benign
10519,sportsillustrated.cnn.com/basketball/ncaa/men/teams/gonzaga-bulldogs/,benign
10520,youtube.com/watch?v=HulylNbIK8c,benign
10521,texasescapes.com/TexasBridges/Fort-Griffin-Bridges-Texas.htm,benign
10522,plus.google.com/111754033245418290669,benign
10523,http://distractify.com/post/related/id/541838564a0c4bde088b68bf/skip/20/limit/10/back/0,benign
10524,http://seesaawiki.jp/w/tag_guide/d/%ba%b8%b4%f3%a4%bb%a1%a2%a5%bb%a5%f3%a5%bf%a5%ea%a5%f3%a5%b0%a1%a2%b1%a6%b4%f3%a4%bb,benign
10525,worthpoint.com/worthopedia/champion-sprinter-roger-bannister-signed-poster-and,benign
10526,youtube.com/watch?v=-SNUc5VNHj0,benign
10527,streamingsoundtracks.com/modules.php?name=Album&asin=B001DMW2AK,benign
10528,wn.com/South_Africa/,benign
10529,http://themeforest.net/search?date=this-month&length_max=&length_min=&platform=&price_max=&price_min=&rating_min=&sales=&sort=sales&term=&utf8=%E2%9C%93&view=list,benign
10530,britishtheatreguide.info/news/NWN281110.htm,benign
10531,mylife.com/c-952457284,benign
10532,upmystreet.com/findmynearest/electronics-and-appliances/shop-at-panasonic-located-in-newport-gwent-newport-1601394B-television-video-and-radio-shops.html,benign
10533,soccerway.com/teams/paraguay/paraguay/,benign
10534,amazon.com/Tiger-Next-Door-Joe-Taft/dp/B00346UX40,benign
10535,ericfnichollsfuneralhome.com/fh/obituaries/obituary.cfm?o_id=1217658&fh_id=10978,benign
10536,fsbocarsales.com/oldsmobile/88,benign
10537,grandstandsports.com/gsm/p_tony_hawk_1.asp,benign
10538,smartraveller.gov.au/zw-cgi/view/Advice/United_Kingdom,benign
10539,soleboutique.com/,benign
10540,youtube.com/watch?v=Aha84XCNH_Y,benign
10541,chapter13-bankruptcy.com/,benign
10542,arkansas.com/places-to-go/parks/national-federal-parks/pea-ridge-national-park.aspx,benign
10543,glendaleinfiniti.com/,benign
10544,http://mashable.com/category/business/2015/05/13/code-blue-united-nations-sexual-abuse,benign
10545,answers.yahoo.com/question/index?qid=20070515190230AAmt2AB,benign
10546,thecanadianencyclopedia.com/index.cfm?pgnm=tce&params=a1arta0006096,benign
10547,godlikeproductions.com/forum1/message1255674/pg1,benign
10548,http://torcache.net/torrent/A8C29377F8E9736BC68E24FEB224CFBE102BF9E0.torrent?title=[kickass.to]the.hobbit.the.battle.of.the.five.armies.2014.3d.brrip.x264.yify,benign
10549,forums.iboats.com/showthread.php?t=2525,benign
10550,en.wikipedia.org/wiki/The_Final_Countdown_(song),benign
10551,icehockeymetrics.com/,benign
10552,amazon.com/Philippe-Wynne/e/B000APHNAU,benign
10553,publicschoolreview.com/school_ov/school_id/63358,benign
10554,rawdawgrory.com/,benign
10555,espn.go.com/blog/collegebasketballnation/tag/_/name/rob-lowery,benign
10556,musicwn.com/browse.php?artist=Eric+Gales&album=That's+What+I+Am,benign
10557,local.yahoo.com/info-14975674-cochran-connie-allen-allied-healthcare-johnson-city,benign
10558,trucks.about.com/od/fseriespasttopresent/tp/ford-trucks.htm,benign
10559,urbanfarmhouse.blogspot.com/,benign
10560,mrcbb.org.uk/,benign
10561,en.wikipedia.org/wiki/Montreal_%E2%80%93_Senneterre_train,benign
10562,greatseats.com/sports/hockey/new_york_islanders/,benign
10563,universalhollywoodevents.com/,benign
10564,michigan.rivals.com/content.asp?CID=1153162,benign
10565,missgrandslam.com/2011/03/miss-universe-bikini-2010.html,benign
10566,lyricstime.com/les-colocs-julie-lyrics.html,benign
10567,http://thenextweb.com/apps/2014/11/18/messaging-app-viber-launches-public-chatrooms-listening-celebrities-discussions/gtm.start,benign
10568,youmix.co.uk/search?q=John%20Pizzarelli%20-%20The%20Long%20and%20Winding%20Road,benign
10569,realestateview.com.au/Real-Estate/1406-lismore-pitfield-road-wallinduc/Property-Details-buy-rural-2057829_S.html,benign
10570,dictionary.sensagent.com/cubby/en-en/,benign
10571,huskers.com/ViewArticle.dbml?DB_OEM_ID=100&ATCLID=205305311,benign
10572,xvideos.com/video349836/megan_leigh_double_penetration_loose_ends_6,benign
10573,bloomberg.com/apps/news?pid=newsarchive&sid=anzRDh5R3ewc&refer=canada,benign
10574,en.wikipedia.org/wiki/Conseil_sup%C3%A9rieur_de_la_langue_fran%C3%A7aise_(Quebec),benign
10575,amazon.com/Love-Tender-VHS-Richard-Egan/dp/6301798066,benign
10576,peaceloveandhopeproject.blogspot.com/,benign
10577,last.fm/music/Count+Basie+Orchestra,benign
10578,celebitchy.com/category/corey_haim/,benign
10579,bridgemanart.com/image/Nast-Thomas-1840-1902/Wholesale-and-Retail-from-Harper-s-Weekly-16th-September-1871-engraving-William-M-Boss-Tweed-huggin/ffd224756bd24dc58ec4960c2c83ce9f,benign
10580,people.famouswhy.com/jack_pardee/,benign
10581,chacha.com/question/what-province-is-ottawa-located-in-canada's-capital,benign
10582,linkedin.com/in/jimtobin2,benign
10583,reuters.com/finance/stocks/companyOfficers?symbol=CNR.TO,benign
10584,cmuchippewas.com/ViewArticle.dbml?DB_OEM_ID=10500&ATCLID=205148862,benign
10585,icehockey.wikia.com/wiki/National_Hockey_League_rivalries,benign
10586,accuratefiles.com/fileinfo/gs5ec9842h82i0,benign
10587,chefmoz.org/United_States/CA/Atwater/,benign
10588,dmv.state.pa.us/,benign
10589,chalet-saint-sauveur-rental.com/,benign
10590,jobmire.com/quebec/accounting/job-commis-comptable-56608.html,benign
10591,youtube.com/watch?v=wEYHEEAbKMk,benign
10592,casinocitytimes.com/news/article/casino-de-montreal-hosts-poker-tournament-171368,benign
10593,savemoneylivejoyfully.com/,benign
10594,wiki.answers.com/Q/Is_Mark_Curry_married,benign
10595,wolfgangsvault.com/mark-spoelstra/poster-art/poster/SFU660415.html,benign
10596,hummingbird604.com/2011/09/09/5x-favela-agora-por-nos-mesmos-vancouver-latin-american-film-festival-2011-vlaff2011-movie-review/,benign
10597,spencerne.net/wild.html,benign
10598,melissabrasselle.nudenakedcelebrities.com/,benign
10599,espn.go.com/college-football/team/roster/_/id/21/san-diego-state-aztecs,benign
10600,dancehallreggae.com/videos,benign
10601,theprogfiles.com/essenessspotlight.php,benign
10602,ackermansfineart.com/index.php/artists/richard_alan_schmid,benign
10603,theglobeandmail.com/news/politics/will-by-election-boost-charest-before-battle-with-legault-begins-in-earnest/article2243371/?from=sec431,benign
10604,en.wikipedia.org/wiki/Category:1948_births,benign
10605,askbiography.com/bio/The_Blade_(newspaper).html,benign
10606,wn.com/William_Benjamin_Carpenter,benign
10607,wildsound-filmmaking-feedback-events.com/1940s_comedy_movies.html,benign
10608,pipl.com/directory/people/Victor/Bischoff,benign
10609,uk.ask.com/wiki/Ribon,benign
10610,http://allrecipes.com/Recipe/Butternut-Squash-Soup-II/Detail.aspx?evt19=1&referringHubId=15041,benign
10611,cbc.ca/news/canadavotes/riding/083/,benign
10612,fan.tcm.com/_Jeanne-Eagels-in-THE-LETTER-1929/video/1606700/66470.html,benign
10613,http://thenextweb.com/apple/2014/09/25/apple-tells-ios-8-0-1-customer-downgrade-ios-8-plans-new-update-next-days/gtm.start,benign
10614,http://extratorrent.cc/torrent_download/4190213/%5BHorribleSubs%5D+Kyoukai+no+Rinne+-+06+%5B720p%5D.mkv.torrent,benign
10615,realitykings.com/milf-next-door/home.htm,benign
10616,http://web.de/magazine/unterhaltung/lifestyle/kim-kardashian-jared-leto-co-haarfarbe-wechsle-30492472,benign
10617,manta.com/c/mmc9jcx/colwell-computers-llc,benign
10618,absoluteastronomy.com/topics/Dan_Dickau,benign
10619,baldwinmassagetherapy.com/,benign
10620,coolchaser.com/themes/keywords/christina+broccolini,benign
10621,nhl.com/ice/news.htm?id=536186,benign
10622,music.yahoo.com/who/,benign
10623,ti.com/,benign
10624,http://searchengineland.com/google-search-tests-chat-button-local-business-box-215436,benign
10625,meredith.edu/giving/faculty-staff-contributors.htm,benign
10626,forumjar.com/list/314,benign
10627,http://torrentdn.com/bbs/s.php?bo_table=torrent_song&wr_id=46691&k=%EB%A9%9C%EB%A1%A0&page=1,benign
10628,http://searchengineland.com/search-in-pics-google-bumper-cars-game-of-thrones-day-at-the-beach-219711,benign
10629,http://olx.pl/i2/elektronika/komputery/myszki-i-klawiatury/elektronika/komputery/myszki-i-klawiatury,benign
10630,kazenomukoue.livejournal.com/51502.html,benign
10631,dbpedia.openlinksw.com:8890/resource/David_Papaleo,benign
10632,imdb.com/name/nm2134574/,benign
10633,co.baldwin.al.us/PageView.asp?PageType=R&edit_id=524,benign
10634,fishingworks.com/lakes/michigan/lapeer/metamora/merritt-lake/,benign
10635,stockhouse.com/Bullboards/SymbolList.aspx?s=ACE.B&t=LIST,benign
10636,movieberry.com/a_league_of_their_own/,benign
10637,house.mo.gov/member.aspx?year=2009&district=037,benign
10638,youtube.com/watch?v=mUpivRGO2ko,benign
10639,travel.yahoo.com/p-hotel-344790-the_queen_mary_hotel-i,benign
10640,facebook.com/pages/Lorne-Scotland/111049828946245,benign
10641,mylife.com/lizzymcmanus,benign
10642,authors.simonandschuster.com/Ann-Rule/1692136/author_appearances,benign
10643,https://eksisozluk.com/?q=%c3%b6%c4%9frenildi%c4%9finde+ufku+iki+kat%c4%b1na+%c3%a7%c4%b1karan+%c5%9feyler%2f%2351261054,benign
10644,cambridgema.gov/,benign
10645,nsdtheatrefest.com/chennai.php,benign
10646,maverickaviationgroup.com/maverick-press-releases.aspx,benign
10647,hrvatski-nogometasi.blogspot.com/,benign
10648,billchamplinwebdesign.com/,benign
10649,musicstack.com/album/machine_head/blackening,benign
10650,dl4all.com/music/811857-marie-elaine-thibert-je-suis-2011.html,benign
10651,http://olx.ua/uk/account/?origin=observepopup&ref%5B0%5D%5Baction%5D=ads&ref%5B0%5D%5Bmethod%5D=index&ref%5B0%5D%5Bparams%5D%5Bq%5D=iphone+5,benign
10652,rhodeislandmixedmartialartsnews.com/,benign
10653,askbiography.com/bio/Anthony_Calvillo.html,benign
10654,answers.com/topic/battles-of-napoleon,benign
10655,associatedcontent.com/article/8037865/happy_dead_birthday_to_famous_people.html,benign
10656,https://medium.com/life-learning/the-one-thing-that-increases-my-happiness-fca64cdd910e?source=has-recommended,benign
10657,librarydb.devry.edu/internet_resources_style.html,benign
10658,ehow.com/facts_6857571_computer-hardware-engineering_.html,benign
10659,torrentreactor.net/torrents/2703598/1916-Proclamation-The-Irish-National-Anthem,benign
10660,public.asu.edu/~chrisdon/research/cfcftv.html,benign
10661,enotes.com/topic/Green_Bay_Packers,benign
10662,hotelmontreal.com/,benign
10663,amazon.com/Metal-Opera-Avantasia/dp/B00005LMOK,benign
10664,barringtonareadevelopmentcouncil.org/,benign
10665,playitagainmax.blogspot.com/2007/01/plaster-caster-blues-band-st-1969.html,benign
10666,facebook.com/pages/Rothesay-Argyll-and-Bute/109531205739656,benign
10667,http://kenh14.vn/musik/viet-huong-nhay-vu-dieu-cong-chieng-khien-khan-gia-cuoi-bo-20150329115721339.chn,benign
10668,concierge.fairmont.com/details.process/OID_8C536BEE/MID_74/CID_17/SID_425/CG_1/BID_9307/,benign
10669,realkangnaranaut.com/news/,benign
10670,iqfb.com/nfl/cincinnati-bengals/,benign
10671,mokohot.com/Saputo-Cheese-Tulare.html,benign
10672,123people.ca/s/paul+valiquette,benign
10673,answers.com/topic/united-supermarkets,benign
10674,allposters.com/-st/Rene-Jacques-Posters_c39533_.htm,benign
10675,chacha.com/question/what-is-the-difference-between-the-distinguished-service-cross%2C-the-purple-heart%2C-and-the-congressional-metal-of-honor,benign
10676,imaginestamps.com/,benign
10677,youtube.com/watch?v=Ac3J06PLrwQ,benign
10678,savingsaccountfinder.com.au/,benign
10679,en.wikipedia.org/wiki/Plessis,benign
10680,boylefirm.com/barry/,benign
10681,junglekey.com/search.php?query=Becky+DelosSantos+american+model&type=wmx&lang=&region=&img=1&adv=1,benign
10682,http://rocketnews24.com/tag/%e3%83%9d%e3%83%86%e3%83%88%e3%83%81%e3%83%83%e3%83%97%e3%82%b9/,benign
10683,tvguide.com/celebrities/kyle-maclachlan/161075,benign
10684,scuttlebuttsmallchow.com/cowing.html,benign
10685,allstarpics.net/pic-gallery/jun-matsumoto-pics.htm,benign
10686,veromi.com/Kevin-Murdock.aspx,benign
10687,filespart.com/l/laurence-leboeuf-nue.html,benign
10688,gngoat.org/stone_arch_bridge.htm,benign
10689,pdfgeni.com/book/tony-franklin-football-playbook-pdf.html,benign
10690,mmajunkie.com/news/20151/bellator-confirms-dan-hornbuckle-vs-brad-blackburn-at-bellator-25.mma,benign
10691,yell.com/b/Jamison+and+Green-Tool+Suppliers+and+Services-Belfast-BT13HU-900445218/aboutus.html,benign
10692,english.turkcebilgi.com/Bovec,benign
10693,http://persianblog.ir/tags/36354/%d8%b9%da%a9%d8%b3_%d9%87%d8%a7%db%8c_%d8%b9%d8%a7%d8%b4%d9%82%d8%a7%d9%86%d9%87/,benign
10694,members.tripod.com/~former_child_star/obrien_cubby.html,benign
10695,linkedin.com/directory/people/montefusco-2.html,benign
10696,wn.com/Swimming_at_the_2004_Summer_Olympics,benign
10697,veromi.com/Diane-Bourgeois.aspx,benign
10698,trueknowledge.com/q/7.30_am_pacific_time_in_central_european_time,benign
10699,superpages.com/bp/Louisville-KY/Westport-Middle-School-L0500584190.htm,benign
10700,theroyalforums.com/category/belgian-royals/,benign
10701,facebook.com/people/Peter-la-Rocca/100000722431119,benign
10702,http://motthegioi.vn/cau-vong-luc-sac/lgbt-biz/ho-vinh-khoa-va-la-quoc-hung-tung-loat-anh-tinh-tu-tren-giuong-187636.html,benign
10703,http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2103500000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_08&ctype=B,benign
10704,4shared.com/audio/uuNYBdhY/Connie_FrancisAldila.html,benign
10705,http://serverfault.com/questions/598856/domain-account-credentials-fails-to-start-scheduled-tasks,benign
10706,tvguide.com/celebrities/rosemary-forsyth/173064,benign
10707,historycentral.com/20th/1946.html,benign
