,url_length,count-letters,count-,hostname_length,count-www,fd_length,count.,count-digits,count_dir,tld_length
34007,66,47,0,11,0,4,2,2,3,3
34008,63,27,0,9,0,45,1,15,2,4
34009,81,27,0,9,0,63,1,27,2,4
34010,91,42,0,14,1,4,2,22,4,3
34011,200,87,0,16,0,5,2,78,4,3
34012,69,32,1,14,0,2,3,24,6,2
34013,80,54,0,15,1,7,3,16,2,2
34014,140,62,0,14,1,4,2,36,4,3
34015,64,37,0,11,0,15,2,18,4,3
34016,70,54,0,16,0,6,2,3,5,3
34017,106,42,1,14,0,4,1,30,2,3
34018,69,57,0,21,0,7,3,1,5,3
34019,53,46,0,0,1,8,3,0,4,-1
34020,82,65,6,14,0,8,1,4,3,3
34021,65,51,0,16,0,41,1,4,1,2
34022,95,37,2,18,0,8,5,46,2,3
34023,72,46,1,11,0,11,4,10,4,6
34024,95,66,9,6,0,4,1,11,5,2
34025,70,43,0,15,0,2,3,16,5,2
34026,86,48,1,25,0,3,3,24,5,3
34027,44,39,0,0,0,8,2,0,3,-1
34028,129,90,1,13,0,3,7,15,8,3
34029,54,46,2,0,0,6,3,0,3,-1
34030,76,48,8,6,0,4,1,11,5,2
34031,69,25,0,9,0,45,2,22,2,4
34032,119,69,1,23,1,6,2,40,2,3
34033,89,67,0,14,0,9,2,5,1,3
34034,89,62,9,6,0,4,1,9,5,2
34035,68,50,9,9,0,4,1,2,3,3
34036,84,69,8,11,0,32,1,0,3,3
34037,88,52,0,32,0,6,4,25,1,2
34038,67,46,0,14,1,2,2,7,2,3
34039,90,31,0,9,0,72,1,29,2,4
34040,99,33,0,9,0,81,1,33,2,4
34041,97,62,3,14,1,2,7,13,7,3
34042,84,66,2,20,1,13,3,3,5,9
34043,69,38,0,14,0,7,2,22,4,2
34044,65,47,0,10,0,1,1,5,3,3
34045,72,57,0,13,0,9,2,2,1,2
34046,91,39,1,13,1,3,2,23,2,3
34047,126,67,2,14,0,6,6,40,7,3
34048,75,60,1,18,1,10,3,3,5,3
34049,65,30,0,21,0,8,4,24,3,6
34050,90,33,0,9,0,72,1,27,2,4
34051,80,38,1,14,0,4,1,18,2,3
34052,67,47,0,13,0,1,2,11,4,3
34053,69,32,1,14,0,2,3,24,6,2
34054,94,66,12,12,0,73,1,10,2,3
34055,72,28,0,9,0,54,1,20,2,4
34056,99,36,0,9,0,81,1,30,2,4
34057,79,55,1,14,1,2,4,8,6,3
34058,126,67,2,14,0,6,6,40,7,3
34059,69,61,0,30,0,11,3,0,2,3
34060,119,69,1,23,1,6,2,40,2,3
34061,89,66,0,14,1,3,3,6,4,3
34062,55,38,1,25,0,4,4,6,3,15
34063,81,27,0,9,0,63,1,27,2,4
34064,41,36,0,0,0,4,3,0,2,-1
34065,83,68,8,11,0,30,1,0,3,3
34066,71,50,0,14,0,12,3,6,1,6
34067,65,55,4,14,0,8,1,0,2,3
34068,179,108,7,13,1,3,6,36,4,3
34069,52,48,0,0,0,14,2,0,2,-1
34070,40,35,0,0,0,5,2,0,3,-1
34071,85,61,6,25,0,4,4,8,3,15
34072,79,55,1,14,1,2,4,8,6,3
34073,99,33,0,9,0,81,1,33,2,4
34074,78,46,0,15,0,9,2,12,1,2
34075,77,64,0,23,1,7,6,0,4,3
34076,83,41,0,19,0,6,3,28,7,3
34077,90,33,0,9,0,72,1,27,2,4
34078,60,28,0,0,0,6,4,24,3,-1
34079,87,51,0,15,1,20,3,26,1,3
34080,81,27,0,9,0,63,1,27,2,4
34081,77,58,1,18,1,10,3,7,5,3
34082,82,67,0,21,0,9,4,1,5,6
34083,67,45,0,16,0,9,3,10,2,6
34084,117,92,3,13,0,9,2,3,1,2
34085,100,76,8,16,2,10,5,0,1,3
34086,80,64,6,14,0,8,1,3,3,3
34087,71,55,0,19,0,3,4,3,5,3
34088,126,91,1,27,0,6,3,16,4,3
34089,77,53,0,21,0,6,5,8,4,3
34090,81,41,1,13,0,17,2,17,1,3
34091,129,64,2,14,1,4,2,27,4,3
34092,89,66,0,14,1,3,3,6,4,3
34093,88,68,0,13,1,3,3,3,4,3
34094,107,80,0,16,1,9,3,3,2,3
34095,41,36,0,0,0,4,3,0,2,-1
34096,76,58,5,14,1,4,2,4,4,2
34097,81,66,8,11,0,31,1,0,3,3
34098,45,37,0,0,1,7,3,0,4,-1
34099,69,58,1,26,1,11,2,0,5,3
34100,75,51,1,15,0,10,2,10,5,3
34101,81,26,0,9,0,63,1,28,2,4
34102,41,36,0,0,1,5,3,0,2,-1
34103,71,50,0,14,0,12,3,6,1,6
34104,99,37,0,9,0,81,1,29,2,4
34105,41,36,0,0,0,4,3,0,2,-1
34106,92,58,0,14,1,4,3,20,4,3
34107,84,29,0,9,0,66,1,27,2,4
34108,57,44,1,0,0,10,2,6,4,-1
34109,119,86,0,16,1,9,3,6,2,3
34110,76,42,0,15,0,5,3,24,4,3
34111,103,81,3,25,1,10,5,4,5,3
34112,74,61,2,12,0,10,2,0,6,3
34113,182,132,0,14,1,8,5,21,2,3
34114,97,77,12,12,0,76,1,2,2,3
34115,99,35,0,9,0,81,1,31,2,4
34116,71,56,4,14,0,8,1,4,3,3
34117,77,59,0,13,0,9,2,3,1,2
34118,89,66,0,14,0,9,2,6,1,3
34119,125,76,2,14,0,6,6,30,7,3
34120,107,80,0,16,1,9,3,3,2,3
34121,81,39,1,20,0,3,3,28,5,3
34122,67,35,7,12,0,9,2,17,3,3
34123,84,46,0,15,1,2,3,26,4,3
34124,77,67,0,16,0,53,1,0,1,2
34125,81,65,2,21,0,9,3,3,5,6
34126,117,92,3,13,0,9,2,3,1,2
34127,80,61,0,16,0,6,2,4,5,3
34128,70,41,1,18,1,11,2,21,2,2
34129,72,59,5,14,0,8,1,1,3,3
34130,99,36,0,9,0,81,1,30,2,4
34131,108,52,3,14,0,4,1,22,2,3
34132,63,24,0,9,0,45,1,18,2,4
34133,76,41,0,16,0,3,3,25,4,3
34134,128,46,0,11,0,108,1,40,2,3
34135,65,55,0,16,0,41,1,0,1,2
34136,93,62,10,6,0,4,1,12,5,2
34137,86,71,8,11,0,32,1,0,3,3
34138,82,69,0,14,1,7,2,0,4,3
34139,95,83,0,23,1,6,3,0,6,3
34140,82,64,2,20,1,13,3,3,5,9
34141,218,80,1,14,0,4,1,64,2,3
34142,71,50,0,14,0,12,3,6,1,6
34143,66,47,0,11,0,4,2,2,3,3
34144,99,32,0,9,0,81,1,34,2,4
34145,99,44,0,17,0,1,3,43,3,3
34146,66,55,0,18,0,8,2,1,5,2
34147,71,35,0,16,0,7,3,24,5,3
34148,81,26,0,9,0,63,1,28,2,4
34149,99,35,0,9,0,81,1,31,2,4
34150,71,35,0,16,0,24,4,25,2,3
34151,57,47,0,28,1,6,3,1,3,3
34152,81,27,0,9,0,63,1,27,2,4
34153,102,82,4,21,0,9,3,4,6,6
34154,69,25,0,9,0,51,1,22,2,4
34155,73,54,3,25,0,4,4,6,3,15
34156,90,31,0,9,0,72,1,29,2,4
34157,42,38,0,0,0,6,2,0,2,-1
34158,100,67,0,14,1,3,3,16,3,3
34159,66,47,0,11,0,4,2,2,3,3
34160,67,39,0,14,0,5,3,14,4,3
34161,99,35,0,9,0,81,1,31,2,4
34162,91,43,1,13,1,3,2,19,2,3
34163,82,60,0,14,1,3,3,6,4,3
34164,99,31,0,9,0,81,1,35,2,4
34165,100,82,2,21,0,9,3,4,6,6
34166,76,52,0,29,0,13,5,10,1,3
34167,78,58,0,16,0,6,2,5,5,3
34168,126,110,0,16,0,102,1,0,1,2
34169,78,66,0,13,1,7,2,0,7,3
34170,88,62,3,15,0,10,2,10,5,3
34171,72,24,0,9,0,54,1,24,2,4
34172,72,38,1,21,0,10,4,22,4,6
34173,81,68,1,21,0,9,3,1,5,6
34174,81,63,10,14,0,4,1,2,2,3
34175,66,55,0,15,0,9,2,0,2,3
34176,94,74,0,14,1,2,2,5,2,3
34177,98,63,3,14,1,2,7,13,7,3
34178,106,58,0,17,0,1,4,35,3,3
34179,101,48,0,17,0,1,3,41,3,3
34180,72,23,0,9,0,54,1,25,2,4
34181,99,35,0,9,0,81,1,31,2,4
34182,83,68,8,11,0,32,1,0,3,3
34183,99,46,0,23,0,0,1,25,1,3
34184,79,69,0,20,1,8,3,2,2,3
34185,69,61,0,18,0,8,1,0,4,2
34186,81,28,0,9,0,63,1,26,2,4
34187,67,24,0,14,0,3,3,31,5,3
34188,126,91,1,27,0,6,3,16,4,3
34189,124,106,0,20,0,6,4,4,6,3
34190,56,49,0,27,1,6,2,0,2,3
34191,78,56,3,14,0,5,3,6,7,2
34192,69,32,1,14,0,2,3,24,6,2
34193,67,55,0,15,0,7,2,2,2,3
34194,69,55,0,21,0,9,3,2,4,6
34195,85,60,7,6,0,4,1,9,5,2
34196,99,31,0,9,0,81,1,35,2,4
34197,123,89,0,15,1,4,2,14,1,3
34198,166,129,0,15,1,4,2,10,1,3
34199,83,68,8,11,0,30,1,0,3,3
34200,79,64,8,11,0,29,1,0,3,3
34201,65,55,0,13,0,12,2,0,5,3
34202,97,51,0,14,0,10,3,30,6,3
34203,74,61,0,15,0,7,2,2,2,3
34204,66,46,0,15,0,1,2,6,3,3
34205,76,64,0,21,0,9,4,0,5,6
34206,64,51,6,23,1,32,2,0,2,3
34207,67,54,6,23,1,35,2,0,2,3
34208,87,61,8,6,0,4,1,9,5,2
34209,84,66,2,20,1,13,3,3,5,9
34210,56,46,1,0,0,10,2,3,4,-1
34211,70,43,1,18,1,11,2,19,2,2
34212,72,59,1,21,0,9,3,1,5,6
34213,193,144,1,16,1,7,4,16,2,3
34214,84,41,2,13,0,19,2,19,1,3
34215,72,45,0,15,1,8,4,16,4,6
34216,81,39,1,20,0,3,3,28,5,3
34217,129,70,2,14,0,6,6,40,7,3
34218,60,30,0,0,0,6,4,22,3,-1
34219,120,95,5,16,0,10,5,3,7,3
34220,86,56,0,15,0,1,2,10,3,3
34221,72,55,0,18,0,8,3,3,5,2
34222,83,43,0,13,1,4,3,29,5,3
34223,90,33,0,9,0,72,1,27,2,4
34224,74,59,1,15,0,4,2,0,1,3
34225,102,79,1,15,1,10,6,4,7,3
34226,87,73,7,14,0,8,1,0,3,3
34227,83,68,8,11,0,30,1,0,3,3
34228,99,35,0,9,0,81,1,31,2,4
34229,72,51,2,13,0,10,3,6,5,2
34230,65,47,0,10,0,1,1,5,3,3
34231,109,89,0,13,1,3,3,11,2,3
34232,65,47,1,15,0,11,4,4,4,3
34233,69,40,0,16,0,6,3,20,2,3
34234,72,59,5,14,0,8,1,1,3,3
34235,43,23,0,0,0,4,4,12,4,-1
34236,67,38,0,11,1,6,3,19,4,2
34237,66,50,0,15,0,4,2,1,3,3
34238,89,61,0,16,0,7,3,17,5,3
34239,89,66,0,14,1,3,3,6,4,3
34240,87,53,1,25,1,9,5,21,4,5
34241,64,53,0,18,0,8,2,1,5,2
34242,89,69,1,25,1,10,5,3,6,3
34243,86,42,1,14,1,4,2,19,4,3
34244,71,34,0,14,1,4,3,26,4,3
34245,89,61,9,6,0,4,1,10,5,2
34246,80,62,2,20,1,13,3,3,5,9
34247,65,47,0,10,0,1,1,5,3,3
34248,227,85,1,14,0,4,1,65,2,3
34249,90,76,0,22,1,18,4,0,6,3
34250,79,67,1,25,1,17,4,0,4,3
34251,99,38,0,9,0,81,1,28,2,4
34252,90,33,0,9,0,72,1,27,2,4
34253,75,56,0,16,0,51,1,6,1,2
34254,66,49,0,14,0,4,3,4,5,3
34255,86,59,1,29,0,8,4,13,4,2
34256,89,74,8,11,0,32,1,0,3,3
34257,70,60,0,0,1,13,4,0,5,-1
34258,129,70,2,14,0,6,6,40,7,3
34259,79,56,5,6,0,4,1,9,5,2
34260,66,52,1,21,0,9,3,2,5,6
34261,71,56,4,14,0,8,1,4,3,3
34262,81,27,0,9,0,63,1,27,2,4
34263,99,35,0,9,0,81,1,31,2,4
34264,82,67,8,11,0,30,1,0,3,3
34265,149,68,0,14,1,4,2,39,4,3
34266,227,85,1,14,0,4,1,65,2,3
34267,68,51,0,19,0,2,7,3,4,3
34268,221,139,1,14,0,4,1,26,2,3
34269,88,55,0,20,0,6,4,22,4,3
34270,160,67,0,14,1,4,2,42,4,3
34271,119,64,1,23,1,6,2,45,2,3
34272,117,91,0,14,0,9,2,6,1,3
34273,38,15,0,0,0,7,4,15,3,-1
34274,144,63,1,14,0,4,1,34,2,3
34275,41,35,0,0,0,7,2,0,4,-1
34276,115,74,0,46,1,3,9,15,3,3
34277,45,38,0,0,0,3,2,2,3,-1
34278,99,36,0,9,0,81,1,30,2,4
34279,65,49,5,14,0,8,1,5,2,3
34280,99,37,0,9,0,81,1,29,2,4
34281,38,32,0,0,0,5,3,0,3,-1
34282,38,31,1,0,0,8,3,0,3,-1
34283,117,92,3,13,0,9,2,3,1,2
34284,69,40,0,16,0,6,3,20,2,3
34285,99,33,0,9,0,81,1,33,2,4
34286,90,33,0,9,0,72,1,27,2,4
34287,55,34,1,11,0,10,4,9,2,-1
34288,82,56,8,6,0,4,1,9,5,2
34289,88,66,0,14,0,9,2,5,1,3
34290,196,77,1,14,0,4,1,52,2,3
34291,70,42,1,18,1,11,2,20,2,2
34292,81,27,0,9,0,63,1,27,2,4
34293,107,86,0,15,0,3,4,11,2,3
34294,68,55,1,10,1,3,2,0,7,2
34295,120,79,0,14,0,9,1,27,3,3
34296,80,64,0,19,0,8,3,1,3,2
34297,62,37,0,18,0,1,5,13,4,3
34298,74,57,1,23,0,11,5,3,3,3
34299,76,56,0,13,0,12,3,2,3,6
34300,74,60,1,21,0,9,3,2,5,6
34301,82,68,1,21,0,9,3,2,5,6
34302,85,56,0,15,0,1,2,9,3,3
34303,209,150,0,16,2,7,5,25,2,3
34304,67,45,0,15,1,1,2,6,2,3
34305,72,24,0,9,0,54,1,24,2,4
34306,78,58,0,16,0,6,2,5,5,3
34307,67,55,3,21,0,9,3,0,3,6
34308,213,81,1,14,0,4,1,57,2,3
34309,100,45,0,14,1,4,2,23,2,3
34310,69,50,4,18,0,10,3,6,2,3
34311,74,50,0,14,1,2,4,9,6,3
34312,96,79,10,23,1,64,2,0,2,3
34313,64,47,0,10,0,1,1,4,3,3
34314,81,40,0,23,0,0,1,19,1,3
34315,102,80,3,13,0,10,4,3,7,3
34316,88,36,1,19,0,6,4,35,7,6
34317,80,62,2,20,1,13,3,3,5,9
34318,90,34,0,9,0,72,1,26,2,4
34319,51,44,0,0,0,4,3,0,4,-1
34320,92,77,8,11,0,39,1,0,3,3
34321,78,49,0,16,1,6,9,10,6,3
34322,96,59,0,17,1,3,3,24,7,3
34323,86,68,2,14,0,4,1,1,2,3
34324,40,36,0,0,0,6,2,0,2,-1
34325,92,55,0,15,1,5,3,26,3,3
34326,73,62,0,18,0,6,3,0,3,3
34327,90,66,0,15,1,3,3,7,4,3
34328,79,53,1,14,1,2,4,10,6,3
34329,129,70,2,14,0,6,6,40,7,3
34330,70,55,0,21,0,9,3,3,4,6
34331,81,28,0,9,0,63,1,26,2,4
34332,81,26,0,9,0,63,1,28,2,4
34333,81,31,0,9,0,63,1,23,2,4
34334,132,96,5,14,0,9,2,10,1,3
34335,79,37,1,14,0,1,3,29,6,3
34336,67,35,7,12,0,9,2,17,3,3
34337,75,24,0,9,0,57,1,26,2,4
34338,89,57,0,15,1,7,3,20,2,2
34339,69,32,1,14,0,2,3,24,6,2
34340,137,111,17,12,0,116,1,3,2,3
34341,78,65,1,21,0,9,3,1,5,6
34342,67,24,0,14,0,3,3,31,5,3
34343,84,44,1,23,0,3,3,26,5,3
34344,81,66,8,11,0,31,1,0,3,3
34345,88,73,0,11,0,8,2,2,3,3
34346,67,30,2,15,1,11,3,25,3,3
34347,69,32,1,14,0,2,3,24,6,2
34348,41,35,0,0,0,7,2,0,4,-1
34349,65,40,0,18,0,1,5,13,4,3
34350,69,56,1,21,0,9,3,1,5,6
34351,67,59,0,16,0,43,1,0,1,2
34352,94,67,9,6,0,4,1,9,5,2
34353,90,32,0,9,0,72,1,28,2,4
34354,66,57,1,18,0,8,2,0,3,2
34355,80,53,1,15,1,2,4,11,6,3
34356,64,47,0,10,0,1,1,4,3,3
34357,64,45,0,11,0,2,2,2,3,3
34358,80,55,2,15,0,10,2,10,5,3
34359,171,100,0,13,0,14,3,26,1,3
34360,88,52,0,32,0,6,4,25,1,2
34361,68,51,0,19,0,2,7,3,4,3
34362,68,51,0,19,0,2,7,3,4,3
34363,86,68,2,20,1,13,3,3,5,9
34364,45,38,0,0,1,3,4,0,3,-1
34365,90,31,0,9,0,72,1,29,2,4
34366,68,57,1,25,1,10,3,0,4,3
34367,66,47,0,11,0,4,2,2,3,3
34368,70,58,0,26,0,3,3,1,5,3
34369,78,62,2,11,1,5,3,0,1,3
34370,68,57,4,49,0,11,3,0,1,12
34371,70,33,0,18,1,6,3,26,4,3
34372,61,46,0,15,1,16,3,3,3,7
34373,90,27,0,9,0,72,1,33,2,4
34374,116,98,0,16,1,3,3,10,2,3
34375,81,26,0,9,0,63,1,28,2,4
34376,114,88,0,14,0,9,2,6,1,3
34377,201,86,1,14,0,4,1,46,2,3
34378,96,51,0,17,0,1,3,33,3,3
34379,191,136,0,14,1,8,5,24,2,3
34380,64,49,5,14,0,8,1,4,2,3
34381,106,49,0,18,0,1,5,42,3,3
34382,72,24,0,9,0,54,1,24,2,4
34383,57,37,0,18,0,3,2,6,5,3
34384,90,76,7,23,1,58,2,0,2,3
34385,99,33,0,9,0,81,1,33,2,4
34386,99,38,0,9,0,81,1,28,2,4
34387,64,37,0,11,0,15,2,18,4,3
34388,238,96,2,14,0,4,1,60,2,3
34389,78,48,0,15,0,9,2,10,1,2
34390,86,56,10,6,0,4,1,11,5,2
34391,66,54,0,15,0,10,2,0,2,3
34392,99,35,0,9,0,81,1,31,2,4
34393,90,30,0,9,0,72,1,30,2,4
34394,65,50,1,20,1,13,3,3,3,9
34395,80,62,2,20,1,13,3,3,5,9
34396,78,65,5,23,1,3,2,0,3,3
34397,78,66,0,13,1,7,2,0,7,3
34398,49,40,0,0,0,4,4,0,4,-1
34399,79,53,1,14,1,2,4,10,6,3
34400,80,53,1,15,1,2,4,11,6,3
34401,177,67,1,14,0,4,1,52,2,3
34402,67,55,0,19,1,18,3,0,1,3
34403,98,43,0,18,0,1,3,43,3,3
34404,64,45,0,11,0,2,2,2,3,3
34405,242,101,1,14,0,4,1,59,2,3
34406,65,50,1,20,1,13,3,3,3,9
34407,81,65,2,21,0,9,3,3,5,6
34408,64,51,5,14,0,8,1,1,3,3
34409,89,67,0,14,0,9,2,5,1,3
34410,90,32,0,9,0,72,1,28,2,4
34411,81,28,0,9,0,63,1,26,2,4
34412,81,26,0,9,0,63,1,28,2,4
34413,74,49,0,19,0,4,8,7,5,14
34414,73,62,0,18,0,6,3,0,3,3
34415,99,46,0,23,0,0,1,25,1,3
34416,43,37,0,0,0,6,2,0,4,-1
34417,98,63,3,14,1,2,7,13,7,3
34418,83,68,1,21,0,9,3,3,5,6
34419,63,20,0,9,0,45,1,22,2,4
34420,63,23,0,9,0,45,1,19,2,4
34421,101,84,10,11,0,37,1,0,3,3
34422,86,71,8,11,0,32,1,0,3,3
34423,70,32,0,14,1,2,3,27,4,2
34424,96,57,0,17,1,3,3,26,7,3
34425,64,47,0,10,0,1,1,4,3,3
34426,76,32,0,14,0,3,3,33,5,2
34427,87,69,0,21,0,9,3,3,3,6
34428,81,31,0,9,0,63,1,23,2,4
34429,87,53,1,15,1,3,3,16,3,3
34430,68,58,1,0,1,11,4,0,5,-1
34431,43,38,0,0,0,4,3,0,2,-1
34432,67,52,0,16,0,6,2,2,5,3
34433,171,100,0,13,0,14,3,26,1,3
34434,95,66,9,6,0,4,1,11,5,2
34435,67,47,0,13,0,1,2,11,4,3
34436,64,37,0,11,0,15,2,18,4,3
34437,89,66,0,14,1,3,3,6,4,3
34438,99,38,0,9,0,81,1,28,2,4
34439,65,47,0,10,0,1,1,5,3,3
34440,82,60,0,14,1,3,3,6,4,3
34441,170,100,0,13,0,14,3,25,1,3
34442,99,35,0,9,0,81,1,31,2,4
34443,64,38,0,14,1,2,4,11,6,3
34444,92,77,8,11,0,39,1,0,3,3
34445,68,50,9,9,0,4,1,2,3,3
34446,99,38,0,9,0,81,1,28,2,4
34447,64,49,5,14,0,8,1,4,2,3
34448,69,38,0,14,0,15,2,20,3,3
34449,50,43,1,0,0,11,2,0,4,-1
34450,181,70,1,14,0,4,1,50,2,3
34451,68,55,6,23,1,36,2,0,2,3
34452,196,146,2,16,1,7,4,16,2,3
34453,87,44,0,20,0,5,4,32,4,3
34454,222,85,2,14,0,4,1,63,2,3
34455,52,45,0,0,0,6,3,0,4,-1
34456,41,35,0,0,0,7,2,0,4,-1
34457,69,46,5,6,0,4,1,9,5,2
34458,81,28,0,9,0,63,1,26,2,4
34459,99,37,0,9,0,81,1,29,2,4
34460,116,98,0,16,1,3,3,10,2,3
34461,89,66,0,14,1,3,3,6,4,3
34462,89,61,0,16,0,7,3,17,5,3
34463,82,62,1,13,0,10,4,3,7,2
34464,65,48,0,13,1,2,2,4,2,3
34465,68,50,0,15,1,5,2,4,2,3
34466,85,58,9,6,0,4,1,9,5,2
34467,90,73,10,11,0,29,1,0,3,3
34468,67,33,0,16,1,6,3,26,2,3
34469,74,57,0,12,0,3,4,6,2,3
34470,55,38,1,25,0,4,4,6,3,15
34471,121,51,0,21,0,3,6,45,5,3
34472,133,97,5,14,0,9,2,10,1,3
34473,81,30,0,9,0,63,1,24,2,4
34474,90,30,0,9,0,72,1,30,2,4
34475,105,80,1,16,0,7,4,2,3,3
34476,105,83,9,13,0,9,2,1,1,2
34477,45,38,0,0,0,3,2,2,3,-1
34478,70,35,1,18,1,11,2,27,2,2
34479,67,56,0,11,0,6,3,0,5,2
34480,73,61,4,18,1,6,3,0,2,3
34481,64,49,5,14,0,8,1,4,2,3
34482,99,31,0,9,0,81,1,35,2,4
34483,69,57,0,21,0,7,3,1,5,3
34484,49,40,0,0,0,4,4,0,4,-1
34485,72,32,0,12,0,3,3,27,7,2
34486,67,55,2,28,1,11,3,0,4,5
34487,105,80,0,12,0,4,2,2,2,3
34488,102,82,4,21,0,9,3,4,6,6
34489,93,69,6,6,0,4,1,9,5,2
34490,85,39,1,24,0,3,3,32,5,3
34491,110,80,0,16,1,9,3,6,2,3
34492,72,26,0,9,0,54,1,22,2,4
34493,90,65,1,14,0,4,1,5,2,3
34494,99,32,0,9,0,81,1,34,2,4
34495,140,74,0,15,0,1,3,49,3,3
34496,87,69,0,21,0,9,3,3,3,6
34497,78,39,0,16,1,8,4,27,4,6
34498,115,74,0,46,1,3,9,15,3,3
34499,105,48,0,18,0,1,4,43,3,3
34500,64,47,0,10,0,1,1,4,3,3
34501,74,29,0,9,0,56,1,21,2,4
34502,67,45,0,15,1,1,2,6,2,3
34503,81,41,0,23,0,0,1,18,1,3
34504,82,37,1,13,1,3,2,19,2,3
34505,82,64,4,11,1,5,3,0,1,3
34506,83,40,1,11,1,5,3,25,4,2
34507,89,67,0,14,0,9,2,5,1,3
34508,95,78,1,14,0,9,2,1,1,3
34509,90,30,0,9,0,72,1,30,2,4
34510,91,61,9,6,0,4,1,12,5,2
34511,81,39,1,20,0,3,3,28,5,3
34512,197,79,4,13,0,175,1,51,2,3
34513,99,37,0,9,0,81,1,29,2,4
34514,101,84,10,11,0,37,1,0,3,3
34515,86,45,0,17,0,3,3,30,3,3
34516,72,28,0,9,0,54,1,20,2,4
34517,65,25,0,15,0,6,3,29,5,3
34518,82,64,2,20,1,13,3,3,5,9
34519,43,35,0,0,0,7,3,0,4,-1
34520,66,46,0,18,0,7,3,7,4,4
34521,93,56,0,15,1,2,3,26,3,3
34522,67,30,0,11,1,6,3,24,4,2
34523,64,50,0,16,0,6,2,3,5,3
34524,82,67,8,11,0,31,1,0,3,3
34525,103,81,3,25,1,10,5,4,5,3
34526,38,32,0,0,0,5,3,0,3,-1
34527,69,35,1,12,1,5,3,22,5,3
34528,77,38,2,16,0,5,4,25,3,3
34529,81,59,1,17,0,10,2,10,4,3
34530,71,34,0,15,0,24,4,26,2,3
34531,44,40,0,0,0,6,2,0,2,-1
34532,88,73,0,11,0,8,2,2,3,3
34533,38,33,0,0,0,7,2,0,3,-1
34534,250,215,0,24,1,9,2,26,2,4
34535,64,47,0,10,0,1,1,4,3,3
34536,221,139,1,14,0,4,1,26,2,3
34537,78,65,1,21,0,9,3,1,5,6
34538,69,37,2,14,1,2,8,14,3,3
34539,74,62,1,23,1,7,3,0,4,3
34540,104,51,0,17,0,1,3,41,3,3
34541,75,36,0,17,1,11,4,27,4,6
34542,99,44,0,17,0,1,3,43,3,3
34543,66,24,0,13,0,3,3,30,5,3
34544,69,32,1,14,0,2,3,24,6,2
34545,56,47,2,0,0,10,3,0,4,-1
34546,89,66,0,14,1,3,3,6,4,3
34547,67,47,0,13,0,1,2,11,4,3
34548,82,61,1,14,0,3,3,5,4,3
34549,140,74,0,15,0,1,3,49,3,3
34550,97,62,3,14,1,2,7,13,7,3
34551,124,75,2,14,0,6,6,30,7,3
34552,79,61,3,11,1,5,3,1,1,3
34553,83,61,0,14,1,3,3,6,4,3
34554,99,35,0,9,0,81,1,31,2,4
34555,68,32,1,11,0,11,3,25,4,6
34556,110,80,0,16,1,9,3,6,2,3
34557,66,31,0,16,0,10,3,25,4,2
34558,93,58,0,16,1,0,3,15,1,3
34559,89,57,0,15,1,7,3,20,2,2
34560,76,39,0,15,1,8,3,26,4,3
34561,170,100,0,13,0,14,3,25,1,3
34562,91,67,6,6,0,4,1,9,5,2
34563,177,67,1,14,0,4,1,52,2,3
34564,38,31,1,0,0,8,3,0,3,-1
34565,53,46,0,0,0,6,3,0,4,-1
34566,65,47,1,17,0,1,3,8,3,3
34567,170,100,0,13,0,14,3,25,1,3
34568,67,34,0,14,1,5,3,23,4,3
34569,124,75,2,14,0,6,6,30,7,3
34570,121,98,0,14,1,6,3,14,2,3
34571,60,28,0,0,0,6,4,24,3,-1
34572,89,62,9,6,0,4,1,9,5,2
34573,69,55,0,21,0,9,3,2,4,6
34574,84,66,2,20,1,13,3,3,5,9
34575,89,43,0,15,0,6,3,32,8,3
34576,66,55,0,15,0,9,2,0,2,3
34577,85,70,8,11,0,30,1,0,3,3
34578,141,91,0,13,2,4,3,25,3,3
34579,71,34,0,14,1,4,3,26,4,3
34580,99,32,0,9,0,81,1,34,2,4
34581,66,52,1,21,0,9,3,2,5,6
34582,67,37,0,18,0,1,3,19,3,3
34583,82,68,1,21,0,9,3,2,5,6
34584,103,54,1,17,0,1,3,36,3,3
34585,127,61,4,17,0,1,3,50,3,3
34586,90,30,0,9,0,72,1,30,2,4
34587,79,56,5,13,0,4,1,9,5,2
34588,106,51,1,14,1,4,2,24,4,3
34589,115,74,0,46,1,3,9,15,3,3
34590,66,22,0,9,0,48,1,22,2,4
34591,80,64,6,14,0,8,1,3,3,3
34592,165,129,0,16,1,7,3,5,2,3
34593,72,32,0,12,0,3,3,27,7,2
34594,72,26,0,9,0,54,1,22,2,4
34595,133,56,0,14,1,4,2,35,4,3
34596,49,40,1,0,1,3,4,0,4,-1
34597,73,60,0,14,0,9,2,0,1,3
34598,85,56,0,15,0,1,2,9,3,3
34599,64,53,0,18,0,8,2,1,5,2
34600,199,124,11,13,1,3,6,36,4,3
34601,71,50,0,14,0,12,3,6,1,6
34602,57,38,0,18,0,11,4,9,2,6
34603,81,27,0,9,0,63,1,27,2,4
34604,84,69,8,11,0,31,1,0,3,3
34605,85,72,3,21,0,5,2,0,5,3
34606,54,46,0,0,0,4,3,0,5,-1
34607,81,41,0,23,0,0,1,18,1,3
34608,53,46,0,0,0,6,3,0,4,-1
34609,98,73,0,22,0,30,5,9,2,3
34610,66,55,0,15,0,9,2,0,2,3
